id,_kf_producao,dataFusao,ordenacao,_kf_FichaTecnica,caixa,_kf_macho,processo,recurso,areia,peso,qtd_machos,qtd_machos_por,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,qtd_moldes,tempo_ciclo,Tempo Total (minutos),not_before_date,deadline,dataHoraProcess,_kf_statusIntegration,StatusIntegrationId,status_create_date,dt
7587,147205,2025-09-29,9,3811,24,\N,Cold Box Gasado,Cold Box Pequena,Silica,10,1,Molde,\N,0,24,0,2,\N,3,\N,2025-09-25,2025-09-25,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7588,147247,2025-10-07,13,4879,1,2776,Cold Box Gasado,Cold Box Pequena,Silica,\N,1,peça,3,1,128,0,128,43,3,107,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7589,147247,2025-10-07,13,4879,21,2905,Cold Box Gasado,Cold Box Pequena,Silica,5,1,Molde,2,1,128,0,8,4,3,10,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7590,147259,2025-09-30,7,1799,1,925,Pep Set,Chão,Silica,125,1,peça,1,1,1,0,1,1,15,15,2025-09-26,2025-09-26,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7591,147266,2025-10-06,12,4621,1,2562,Pep Set,Carrossel,Silica,4,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7592,147266,2025-10-06,12,4621,2,2563,Pep Set,Carrossel,Silica,13,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7593,147266,2025-10-06,12,4621,3,2564,Pep Set,Carrossel,Silica,13,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7594,147266,2025-10-06,12,4621,4,2565,Pep Set,Vibrado,Silica,68,1,peça,1,1,1,0,1,1,28,28,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7595,147266,2025-10-06,12,4621,5,2566,Pep Set,Carrossel,Silica,13,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7596,147266,2025-10-06,12,4621,6,2567,Pep Set,Carrossel,Silica,13,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7597,147266,2025-10-06,12,4621,7,2568,Pep Set,Carrossel,Silica,9,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7598,147266,2025-10-06,12,4621,20,2629,Cold Box Soprado,Sopradora,Silica,2,3,peça,3,1,1,0,3,1,1,1,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7599,147267,2025-10-06,12,4621,1,2562,Pep Set,Carrossel,Silica,4,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7600,147267,2025-10-06,12,4621,2,2563,Pep Set,Carrossel,Silica,13,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7601,147267,2025-10-06,12,4621,3,2564,Pep Set,Carrossel,Silica,13,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7602,147267,2025-10-06,12,4621,4,2565,Pep Set,Vibrado,Silica,68,1,peça,1,1,1,0,1,1,28,28,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7603,147267,2025-10-06,12,4621,5,2566,Pep Set,Carrossel,Silica,13,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7604,147267,2025-10-06,12,4621,6,2567,Pep Set,Carrossel,Silica,13,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7605,147267,2025-10-06,12,4621,7,2568,Pep Set,Carrossel,Silica,9,2,peça,1,1,1,0,2,2,1,3,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7606,147267,2025-10-06,12,4621,20,2629,Cold Box Soprado,Sopradora,Silica,2,3,peça,3,1,1,0,3,1,1,1,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7607,147288,2025-10-07,14,2672,23,2907,Cold Box Gasado,Cold Box Pequena,Silica,10,1,Molde,2,1,238,0,17,9,3,21,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
7608,147292,2025-10-08,7,2671,23,2907,Cold Box Gasado,Cold Box Pequena,Silica,10,1,Molde,2,1,224,0,16,8,3,20,2025-10-06,2025-10-06,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29
