id,_kf_producao,datafusao,ordenacao,_kf_fichatecnica,caixa,_kf_macho,processo,recurso,areia,peso,qtd_machos,qtd_machos_por,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,qtd_moldes,tempo_ciclo,tempo_total,not_before_date,deadline,datahoraprocess,_kf_statusintegration,statusintegrationid,status_create_date,dt,maquina,not_sequence,inicio,fim
30837,146999,2025-11-17,12,4689,20,2629,coldboxsoprado,sopradora,Silica,2.0,1,peça,3,1,8,0,6,2,1,3,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 19:37:00,2025-11-11 19:39:00
30869,147045,2025-11-17,12,4690,2,114,coldboxsoprado,sopradora,Silica,3.0,1,peça,2,1,8,0,8,4,1,6,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 19:39:00,2025-11-11 19:43:00
30871,147045,2025-11-17,12,4690,4,385,coldboxsoprado,sopradora,Silica,1.0,1,peça,4,1,8,0,8,2,1,3,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 19:43:00,2025-11-11 19:45:00
30872,147045,2025-11-17,12,4690,20,2629,coldboxsoprado,sopradora,Silica,2.0,1,peça,3,1,8,0,6,2,1,3,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 19:55:00,2025-11-11 19:57:00
30817,146968,2025-11-17,14,4292,1,1755,coldboxsoprado,sopradora,Silica,12.0,1,peça,1,1,72,0,72,72,1,102,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 20:27:00,2025-11-11 21:39:00
30946,147130,2025-11-17,16,5135,6,840,coldboxsoprado,sopradora,Silica,2.0,1,peça,4,1,16,0,16,4,1,6,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 22:09:00,2025-11-11 22:13:00
30947,147130,2025-11-17,16,5135,7,841,coldboxsoprado,sopradora,Silica,1.0,1,peça,4,1,16,0,16,4,1,6,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 22:23:00,2025-11-11 22:27:00
30948,147130,2025-11-17,16,5135,20,2629,coldboxsoprado,sopradora,Silica,2.0,2,peça,3,1,16,0,24,8,1,11,2025-11-11,2025-11-13,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-11 22:37:00,2025-11-11 22:45:00
30839,147000,2025-11-18,1,4689,2,114,coldboxsoprado,sopradora,Silica,3.0,1,peça,2,1,8,0,8,4,1,6,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 04:00:00,2025-11-12 04:04:00
30841,147000,2025-11-18,1,4689,20,2629,coldboxsoprado,sopradora,Silica,2.0,1,peça,3,1,8,0,6,2,1,3,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 04:04:00,2025-11-12 04:06:00
30874,147046,2025-11-18,1,4690,2,114,coldboxsoprado,sopradora,Silica,3.0,1,peça,2,1,8,0,8,4,1,6,2025-11-12,2025-11-14,10/11/2025 23:02:03,68,68,2025-11-10 23:02:03.000,2025-11-10,coldboxsoprado_sopradora,True,2025-11-12 04:06:00,2025-11-12 04:10:00
